latitude,longitude,temperature_celsius,wind_mph,wind_kph,pressure_mb,humidity,cloud,feels_like_celsius
37.98,23.72,25.3,4.3,6.8,1012.0,36,25,25.4
12.05,-61.75,25.0,3.8,6.1,1010.0,89,25,27.3
14.62,-90.53,18.1,2.7,4.3,1018.0,100,75,18.1
9.51,-13.71,27.3,3.4,5.4,1012.0,89,50,30.7
11.85,-15.58,28.3,5.6,9.0,1012.0,84,25,33.0
6.8,-58.17,24.2,3.6,5.8,1010.0,100,25,26.5
18.54,-72.34,22.9,2.2,3.6,1013.0,89,22,24.2
41.9,12.45,20.0,2.9,4.7,1018.0,60,0,20.0
14.1,-87.22,19.2,2.5,4.0,1016.0,94,75,19.2
47.5,19.08,13.4,5.6,9.0,1019.0,51,0,12.8
63.37,-20.21,6.2,15.2,24.5,1020.0,100,100,2.1
28.6,77.2,34.2,9.6,15.5,1005.0,53,25,33.2
-6.21,106.85,32.2,11.2,18.0,1006.0,56,25,35.7
35.73,51.33,24.1,8.9,14.4,1016.0,27,25,23.3
33.34,44.39,36.3,24.4,39.2,1002.0,37,0,35.0
53.33,-6.25,12.3,10.5,16.9,1015.0,88,50,10.6
31.78,35.23,28.1,20.4,32.8,1009.0,51,50,29.4
41.9,12.48,20.0,5.1,8.3,1018.0,60,0,20.0
17.93,-76.85,28.3,3.1,5.0,1010.0,84,25,36.1
35.69,139.69,26.2,21.0,33.8,1005.0,74,0,29.4
31.95,35.93,23.0,19.2,31.0,1012.0,57,75,24.8
51.18,71.43,23.4,6.9,11.2,1020.0,22,0,23.3
-1.28,36.82,26.4,9.4,15.1,1022.0,45,75,27.3
-0.88,169.53,28.3,13.9,22.3,1011.0,75,76,32.1
29.37,47.96,40.2,22.4,36.0,1003.0,17,0,49.0
42.87,74.6,22.7,6.5,10.4,1014.0,25,3,23.1
-8.18,114.32,26.1,4.7,7.6,1010.0,82,87,28.9
56.95,24.1,9.3,9.6,15.5,1022.0,62,0,7.0
33.87,35.51,28.4,19.0,30.6,1010.0,55,75,30.6
-29.32,27.48,9.2,11.6,18.7,1022.0,50,0,6.5
6.31,-10.8,25.2,4.5,7.2,1013.0,94,75,27.7
18.78,100.78,28.3,2.2,3.6,1005.0,89,50,34.6
47.13,9.52,15.2,2.2,3.6,1015.0,77,75,15.2
54.68,25.32,8.0,8.9,14.4,1017.0,76,100,5.5
49.61,6.13,12.2,15.0,24.1,1011.0,82,75,9.8
-18.92,47.52,28.2,2.2,3.6,1019.0,35,50,26.5
-13.98,33.78,31.8,9.8,15.8,1010.0,21,6,29.8
3.17,101.7,32.3,5.1,8.3,1007.0,59,25,43.0
6.88,73.1,28.2,4.7,7.6,1006.0,69,40,31.2
12.65,-8.0,30.4,6.5,10.4,1013.0,70,25,36.0
35.9,14.51,25.0,7.2,11.5,1019.0,61,25,26.2
7.1,171.38,29.3,15.9,25.6,1010.0,75,75,34.3
18.09,-15.98,28.2,7.6,12.2,1011.0,65,30,30.6
-20.16,57.5,26.1,15.4,24.8,1018.0,61,50,27.3
19.43,-99.13,14.0,4.9,7.9,1025.0,82,75,13.7
6.92,158.15,28.1,5.6,9.0,1010.0,89,75,32.0
36.26,46.59,23.2,16.1,25.9,1007.0,17,0,22.7
43.73,7.42,21.3,6.9,11.2,1015.0,69,50,21.3
47.92,106.92,8.1,2.2,3.6,1020.0,34,0,8.1
42.44,19.26,19.3,4.0,6.5,1017.0,32,0,19.3
34.03,-6.84,24.4,7.6,12.2,1016.0,83,50,26.1
-25.97,32.59,23.4,14.3,23.0,1021.0,41,25,25.0
16.78,96.17,26.4,7.8,12.6,1004.0,100,100,30.1
-22.57,17.08,16.3,10.5,16.9,1025.0,15,0,16.3
39.55,27.62,19.1,10.3,16.6,1012.0,56,50,19.1
27.72,85.32,28.2,4.3,6.8,1011.0,62,75,32.9
52.37,4.89,14.1,12.8,20.5,1003.0,100,75,12.5
-41.3,174.78,14.2,23.0,37.1,1020.0,77,0,11.7
12.15,-86.27,23.4,2.9,4.7,1009.0,100,50,25.7
13.52,2.12,31.1,10.7,17.3,1011.0,59,0,32.8
9.18,7.18,27.5,5.1,8.3,1011.0,75,66,30.6
39.02,125.75,13.8,9.8,15.8,1013.0,57,0,12.6
42.0,21.43,18.2,2.9,4.7,1018.0,34,0,18.2
59.92,10.75,13.1,3.1,5.0,1023.0,82,100,13.3
23.61,58.59,32.2,9.2,14.8,1008.0,63,25,39.4
33.7,73.17,34.5,5.4,8.6,1002.0,26,0,33.8
7.36,134.56,28.1,8.9,14.4,1008.0,84,75,32.2
-11.18,-67.08,22.2,2.2,3.6,1010.0,77,16,24.6
8.97,-79.53,24.2,6.0,9.7,1010.0,94,75,26.7
-9.46,147.19,27.0,15.9,25.6,1008.0,84,75,31.5
-23.43,-61.33,32.1,11.2,18.0,998.0,33,0,31.8
-12.05,-77.05,14.9,6.3,10.1,1014.0,89,81,14.4
14.6,120.98,30.1,8.1,13.0,1007.0,79,25,37.4
52.25,21.0,11.1,3.6,5.8,1018.0,54,25,10.8
38.72,-9.13,21.4,6.7,10.8,1020.0,83,75,21.4
25.29,51.53,39.3,11.4,18.4,1006.0,26,0,47.5
44.43,26.1,15.1,6.3,10.1,1013.0,63,0,15.1
55.75,37.62,14.1,11.9,19.1,1022.0,59,0,12.6
-1.95,30.06,27.3,6.7,10.8,1019.0,54,50,26.2
17.3,-62.72,28.1,7.8,12.6,1011.0,74,0,31.7
14.0,-61.0,26.4,4.3,6.8,1010.0,89,25,29.1
13.13,-61.22,28.4,5.1,8.3,1011.0,72,10,31.8
-13.83,-171.73,25.2,15.2,24.5,1013.0,89,75,27.1
43.93,12.45,19.0,2.2,3.6,1016.0,68,50,19.0
51.25,3.63,13.3,19.9,32.0,1007.0,88,75,10.8
24.64,46.77,38.2,11.4,18.4,1011.0,7,0,37.3
14.67,-17.44,28.4,7.6,12.2,1011.0,89,0,34.1
44.8,20.47,14.0,3.1,5.0,1020.0,55,0,14.3
-4.62,55.45,30.1,15.2,24.5,1010.0,66,50,36.3
8.49,-13.23,26.2,4.7,7.6,1011.0,89,75,28.7
1.29,103.86,29.2,6.0,9.7,1007.0,66,75,33.2
48.15,17.12,13.2,8.1,13.0,1017.0,62,0,12.1
46.06,14.51,13.0,2.2,3.6,1017.0,77,75,13.6
-9.43,159.95,28.3,6.3,10.1,1010.0,79,50,33.9
2.07,45.37,29.2,13.2,21.2,1012.0,75,50,33.0
-25.75,28.19,15.3,7.8,12.6,1023.0,16,0,15.3
37.57,127.0,18.3,10.5,16.9,1013.0,45,0,18.3
12.15,24.45,29.7,9.2,14.8,1010.0,51,46,31.3
40.4,-3.68,17.2,5.6,9.0,1019.0,52,0,17.2
6.93,79.85,33.4,16.1,25.9,1006.0,63,25,45.5
15.59,32.53,35.0,8.7,14.0,1008.0,37,9,37.0
5.83,-55.17,22.2,4.5,7.2,1010.0,100,25,24.7
59.33,18.05,11.3,8.1,13.0,1026.0,82,25,9.8
46.92,7.47,14.3,2.2,3.6,1015.0,82,75,15.0
33.5,36.3,27.3,16.1,25.9,1009.0,37,50,26.5
38.56,68.77,30.3,2.2,3.6,1014.0,24,50,28.2
-6.18,35.75,28.2,6.9,11.2,1017.0,48,25,27.1
13.75,100.52,31.4,8.1,13.0,1004.0,66,25,36.1
-8.56,125.57,26.5,11.2,18.0,1010.0,75,73,29.0
21.13,104.7,23.8,4.3,6.8,1011.0,97,91,26.5
-21.13,-175.2,23.1,24.4,39.2,1018.0,83,75,25.1
10.65,-61.52,25.4,4.9,7.9,1010.0,94,25,28.1
36.8,10.18,26.1,4.9,7.9,1017.0,58,25,26.3
39.93,32.86,13.3,18.3,29.5,1011.0,67,75,10.9
37.95,58.38,26.2,4.3,6.8,1009.0,20,75,24.6
-8.52,179.22,29.2,7.4,11.9,1011.0,84,75,33.9
0.32,32.57,29.0,4.5,7.2,1016.0,55,50,29.0
50.43,30.52,18.5,6.5,10.4,1012.0,36,13,18.5
24.47,54.37,38.2,10.3,16.6,1007.0,33,25,40.2
51.52,-0.11,11.3,11.6,18.7,1008.0,87,75,9.1
48.08,-123.04,9.5,2.2,3.6,1024.0,93,0,9.7
-34.86,-56.17,15.3,14.3,23.0,1008.0,94,0,15.3
41.32,69.25,26.1,5.1,8.3,1013.0,21,0,24.5
-17.73,168.32,22.0,4.7,7.6,1013.0,94,50,24.5
10.5,-66.92,24.2,2.2,3.6,1012.0,89,50,26.9
21.03,105.85,28.3,15.9,25.6,1009.0,62,100,31.0
15.35,44.21,24.1,6.7,10.8,1011.0,30,70,24.2
-15.42,28.28,34.7,8.1,13.0,1007.0,13,5,32.8
-17.82,31.04,32.4,5.4,8.6,1009.0,14,41,30.2
34.52,69.18,26.3,3.6,5.8,1008.0,11,0,24.7
41.33,19.82,23.0,4.7,7.6,1014.0,41,0,23.8
36.76,3.05,25.4,4.5,7.2,1014.0,69,25,27.1
42.5,1.52,13.7,4.5,7.2,1011.0,77,51,13.5
-8.84,13.23,28.2,2.9,4.7,1011.0,62,50,31.4
17.12,-61.85,25.2,6.7,10.8,1009.0,83,25,26.8
-34.59,-58.67,12.0,5.6,9.0,1016.0,82,0,11.2
40.18,44.51,22.2,3.8,6.1,1008.0,33,37,23.7
-35.28,149.22,13.0,7.2,11.5,1030.0,72,0,12.0
48.2,16.37,13.2,6.9,11.2,1007.0,77,50,12.3
40.4,49.88,23.4,8.9,14.4,1005.0,69,0,25.1
25.08,-77.35,25.1,3.8,6.1,1012.0,89,25,27.1
26.24,50.58,38.3,7.6,12.2,1008.0,21,0,40.3
23.72,90.41,32.2,2.2,3.6,1001.0,61,79,38.0
13.1,-59.62,25.1,4.5,7.2,1008.0,94,25,27.1
53.9,27.57,11.3,6.7,10.8,1014.0,76,75,10.1
50.83,4.33,14.1,5.8,9.4,1011.0,77,25,13.6
17.25,-88.77,23.0,2.2,3.6,1008.0,97,86,25.6
6.48,2.62,29.2,6.5,10.4,1012.0,75,50,33.4
27.48,89.6,15.7,3.6,5.8,1008.0,86,59,15.7
-19.04,-65.26,14.9,3.4,5.4,1011.0,69,10,15.2
43.85,18.38,17.2,4.5,7.2,1012.0,68,0,17.2
-24.65,25.91,20.4,14.3,23.0,1026.0,35,0,20.4
-2.08,-58.17,23.4,2.2,3.6,1008.0,86,13,25.5
4.88,114.93,30.0,4.9,7.9,1008.0,70,75,37.4
42.68,23.32,13.2,2.2,3.6,1016.0,47,0,13.8
12.37,-1.52,30.0,7.2,11.5,1012.0,75,25,33.5
-3.38,29.36,28.0,3.4,5.4,1014.0,62,75,28.9
-24.37,46.45,19.6,12.8,20.5,1021.0,75,100,19.6
14.93,-23.51,27.3,8.7,14.0,1011.0,89,75,31.1
11.55,104.92,33.1,4.0,6.5,1006.0,71,50,36.6
7.32,13.58,23.6,4.0,6.5,1011.0,71,77,25.4
45.42,-75.7,16.2,4.5,7.2,1012.0,77,100,16.2
4.37,18.58,25.0,2.2,3.6,1011.0,87,100,27.5
12.11,15.05,29.1,5.4,8.6,1010.0,75,25,30.2
-33.45,-70.67,7.1,2.2,3.6,1019.0,81,0,7.0
39.93,116.39,20.4,4.5,7.2,1022.0,23,0,20.4
43.32,24.7,18.8,2.2,3.6,1014.0,28,7,18.8
-11.7,43.24,26.2,9.6,15.5,1016.0,79,77,28.8
-4.26,15.28,28.4,6.7,10.8,1013.0,58,50,29.8
9.8,-84.17,19.1,2.2,3.6,1015.0,94,50,19.1
45.8,16.0,12.2,3.1,5.0,1009.0,94,25,12.2
23.13,-82.36,23.0,5.8,9.4,1011.0,100,25,25.3
35.17,33.37,27.2,4.0,6.5,1011.0,37,25,26.7
50.08,14.47,10.1,4.9,7.9,1006.0,100,100,9.1
-4.3,15.3,28.4,6.5,10.4,1013.0,58,50,29.7
55.67,12.58,11.2,13.9,22.3,1016.0,71,0,8.7
11.6,43.15,32.0,9.2,14.8,1008.0,63,82,38.1
15.3,-61.4,27.3,3.8,6.1,1009.0,76,23,30.3
18.47,-69.9,24.1,4.9,7.9,1010.0,100,25,26.6
-0.22,-78.5,10.6,2.2,3.6,1016.0,90,82,10.6
30.05,31.25,26.2,4.0,6.5,1013.0,45,50,25.8
13.71,-89.2,24.1,2.2,3.6,1009.0,94,50,26.8
3.75,8.78,26.0,4.5,7.2,1012.0,81,79,28.6
15.33,38.93,22.8,13.4,21.6,1013.0,36,7,24.0
59.43,24.73,9.3,14.1,22.7,1013.0,93,75,6.2
-26.32,31.13,16.3,6.0,9.7,1031.0,55,75,16.3
9.03,38.7,18.6,7.2,11.5,1014.0,74,77,18.6
-18.13,178.42,24.1,2.9,4.7,1012.0,100,75,26.4
60.18,24.93,6.3,12.5,20.2,1016.0,87,75,2.7
48.87,2.33,14.3,3.8,6.1,1009.0,100,75,14.4
0.38,9.45,26.5,7.6,12.2,1012.0,76,99,29.0
13.45,-16.58,28.2,10.7,17.3,1010.0,89,75,32.9
41.73,44.79,19.3,3.6,5.8,1010.0,60,25,19.3
52.52,13.4,9.2,8.9,14.4,1009.0,93,100,7.0
5.55,-0.22,27.4,9.4,15.1,1012.0,84,75,30.3
37.98,23.72,26.3,5.1,8.3,1014.0,20,0,25.4
12.05,-61.75,27.1,3.8,6.1,1008.0,84,25,30.7
14.62,-90.53,18.2,2.9,4.7,1017.0,94,75,18.2
9.51,-13.71,26.3,4.9,7.9,1011.0,94,75,29.3
11.85,-15.58,26.4,7.2,11.5,1011.0,94,50,29.8
6.8,-58.17,24.4,2.2,3.6,1008.0,100,25,26.8
18.54,-72.34,23.4,2.2,3.6,1011.0,95,24,25.8
41.9,12.45,20.1,12.5,20.2,1012.0,73,25,20.1
14.1,-87.22,19.3,2.2,3.6,1015.0,94,75,19.3
47.5,19.08,11.0,10.3,16.6,1012.0,76,0,9.0
63.37,-20.21,7.0,9.4,15.1,1018.0,100,25,4.2
28.6,77.2,35.4,9.4,15.1,1004.0,47,0,34.6
-6.21,106.85,33.0,11.6,18.7,1007.0,56,50,38.5
35.73,51.33,29.3,4.5,7.2,1014.0,16,25,27.3
33.34,44.39,32.3,9.2,14.8,1009.0,34,0,30.5
53.33,-6.25,13.1,15.7,25.2,1019.0,82,50,10.9
31.78,35.23,28.1,11.2,18.0,1011.0,42,50,28.2
41.9,12.48,20.1,12.5,20.2,1012.0,73,25,20.1
17.93,-76.85,28.4,2.9,4.7,1009.0,84,25,34.9
35.69,139.69,27.1,17.4,28.1,1011.0,79,25,29.3
31.95,35.93,22.2,11.0,17.6,1016.0,57,75,24.2
51.18,71.43,14.0,19.9,32.0,1020.0,47,0,11.7
-1.28,36.82,23.2,11.4,18.4,1023.0,47,75,25.1
-0.88,169.53,28.2,13.2,21.2,1011.0,69,60,31.1
29.37,47.96,41.8,7.2,11.5,1006.0,11,0,43.8
42.87,74.6,22.4,2.2,3.6,1014.0,27,80,23.2
-8.18,114.32,28.5,4.7,7.6,1010.0,63,75,30.8
56.95,24.1,8.1,3.8,6.1,1012.0,93,100,7.3
33.87,35.51,27.4,13.2,21.2,1013.0,54,50,28.4
-29.32,27.48,17.1,7.2,11.5,1024.0,20,0,17.1
6.31,-10.8,25.4,2.2,3.6,1011.0,94,75,27.9
18.78,100.78,30.1,4.7,7.6,1008.0,66,50,40.2
47.13,9.52,14.2,4.0,6.5,1011.0,72,75,14.2
54.68,25.32,8.4,6.3,10.1,1013.0,81,100,6.7
49.61,6.13,9.0,2.5,4.0,1010.0,100,75,9.0
-18.92,47.52,26.0,14.1,22.7,1022.0,42,25,25.4
-13.98,33.78,29.4,15.4,24.8,1015.0,34,44,28.8
3.17,101.7,34.3,2.2,3.6,1006.0,60,25,48.1
6.88,73.1,27.8,13.0,20.9,1007.0,78,47,31.6
12.65,-8.0,27.2,2.2,3.6,1013.0,70,25,30.0
35.9,14.51,26.1,13.4,21.6,1014.0,61,0,27.5
7.1,171.38,29.0,8.1,13.0,1009.0,79,75,32.7
18.09,-15.98,27.0,6.0,9.7,1009.0,72,21,29.4
-20.16,57.5,26.1,8.3,13.3,1018.0,61,25,27.0
19.43,-99.13,12.0,6.7,10.8,1026.0,94,100,10.9
6.92,158.15,26.1,9.6,15.5,1011.0,94,100,28.0
36.26,46.59,21.1,22.1,35.6,1008.0,29,6,21.1
43.73,7.42,23.2,6.3,10.1,1005.0,73,75,25.1
47.92,106.92,14.2,5.1,8.3,1015.0,36,0,13.9
42.44,19.26,20.1,3.4,5.4,1014.0,46,0,20.1
34.03,-6.84,23.4,7.4,11.9,1017.0,94,50,25.2
-25.97,32.59,23.2,8.3,13.3,1029.0,47,50,25.0
16.78,96.17,27.2,6.7,10.8,1005.0,94,100,33.1
-22.57,17.08,25.2,12.8,20.5,1024.0,8,0,23.9
39.55,27.62,21.2,7.4,11.9,1015.0,43,0,21.2
27.72,85.32,27.1,3.4,5.4,1010.0,66,75,31.0
52.37,4.89,11.2,12.5,20.2,1012.0,94,75,8.9
-41.3,174.78,17.3,16.8,27.0,1008.0,63,75,17.3
12.15,-86.27,22.4,5.6,9.0,1009.0,98,100,24.9
13.52,2.12,31.2,8.7,14.0,1012.0,63,25,34.7
9.18,7.18,26.3,3.4,5.4,1012.0,84,25,29.2
39.02,125.75,13.4,7.2,11.5,1020.0,50,0,12.5
42.0,21.43,18.3,4.9,7.9,1015.0,39,0,18.3
59.92,10.75,11.4,3.1,5.0,1024.0,87,0,11.3
23.61,58.59,32.0,8.5,13.7,1008.0,71,50,36.5
33.7,73.17,33.1,4.7,7.6,1005.0,29,2,32.5
7.36,134.56,28.4,3.4,5.4,1008.0,84,75,31.6
-11.18,-67.08,24.0,2.9,4.7,1006.0,63,6,25.5
8.97,-79.53,26.1,6.0,9.7,1010.0,89,75,29.7
-9.46,147.19,27.1,17.4,28.1,1009.0,79,25,31.0
-23.43,-61.33,24.9,11.9,19.1,1005.0,63,15,26.3
-12.05,-77.05,15.2,6.3,10.1,1012.0,91,82,15.2
14.6,120.98,30.1,8.3,13.3,1009.0,79,25,36.1
52.25,21.0,12.0,6.5,10.4,1011.0,71,0,11.0
38.72,-9.13,22.0,7.2,11.5,1017.0,88,75,24.5
25.29,51.53,37.4,11.9,19.1,1008.0,48,0,43.5
44.43,26.1,17.3,3.6,5.8,1015.0,48,0,17.3
55.75,37.62,17.2,10.1,16.2,1019.0,42,0,17.2
-1.95,30.06,26.1,5.1,8.3,1020.0,61,75,26.1
17.3,-62.72,28.2,8.7,14.0,1009.0,69,0,31.2
14.0,-61.0,27.3,4.5,7.2,1009.0,84,75,30.7
13.13,-61.22,28.0,4.9,7.9,1009.0,75,71,31.5
-13.83,-171.73,25.2,20.4,32.8,1013.0,89,50,27.4
43.93,12.45,21.0,14.3,23.0,1007.0,69,25,21.0
51.25,3.63,13.3,8.9,14.4,1011.0,94,100,12.0
24.64,46.77,38.1,6.9,11.2,1012.0,13,0,37.2
14.67,-17.44,29.0,12.5,20.2,1011.0,84,0,35.4
44.8,20.47,18.3,10.1,16.2,1011.0,49,0,18.3
-4.62,55.45,29.3,11.6,18.7,1010.0,70,50,35.1
8.49,-13.23,26.2,4.5,7.2,1010.0,84,75,29.6
1.29,103.86,31.1,6.9,11.2,1008.0,66,75,36.8
48.15,17.12,10.3,11.6,18.7,1009.0,94,100,7.9
46.06,14.51,14.1,2.9,4.7,1007.0,100,75,14.5
-9.43,159.95,27.0,6.7,10.8,1009.0,84,50,31.1
2.07,45.37,30.0,13.2,21.2,1013.0,70,50,35.5
-25.75,28.19,17.0,8.5,13.7,1030.0,39,0,17.0
37.57,127.0,17.0,8.3,13.3,1019.0,34,0,17.0
12.15,24.45,28.2,3.1,5.0,1011.0,51,15,29.2
40.4,-3.68,21.0,10.7,17.3,1015.0,64,0,21.0
6.93,79.85,33.1,14.5,23.4,1009.0,63,25,44.6
15.59,32.53,36.1,9.4,15.1,1008.0,28,13,36.6
5.83,-55.17,25.1,5.4,8.6,1009.0,94,50,28.4
59.33,18.05,10.4,10.3,16.6,1018.0,76,0,8.2
46.92,7.47,14.0,4.3,6.8,1011.0,59,75,13.9
33.5,36.3,25.2,4.9,7.9,1013.0,32,0,24.3
38.56,68.77,29.1,2.9,4.7,1015.0,23,25,27.2
-6.18,35.75,26.1,10.5,16.9,1020.0,48,50,25.6
13.75,100.52,32.1,4.9,7.9,1006.0,67,50,39.5
-8.56,125.57,27.3,13.0,20.9,1010.0,70,80,29.7
21.13,104.7,26.3,3.4,5.4,1013.0,75,79,28.5
-21.13,-175.2,22.3,25.3,40.7,1015.0,94,100,24.7
10.65,-61.52,25.3,3.6,5.8,1009.0,100,0,27.9
36.8,10.18,27.1,3.6,5.8,1012.0,62,25,27.9
39.93,32.86,14.1,12.3,19.8,1016.0,72,75,12.6
37.95,58.38,32.0,4.0,6.5,1007.0,17,25,29.8
-8.52,179.22,28.4,9.2,14.8,1011.0,84,50,31.4
0.32,32.57,27.3,4.5,7.2,1016.0,66,25,28.0
50.43,30.52,15.8,2.7,4.3,1014.0,47,64,15.8
24.47,54.37,38.1,7.4,11.9,1008.0,31,0,40.1
51.52,-0.11,15.1,9.8,15.8,1013.0,88,75,15.1
48.08,-123.04,9.7,10.3,16.6,1024.0,87,0,7.4
-34.86,-56.17,8.1,2.2,3.6,1015.0,100,75,8.1
41.32,69.25,27.1,6.0,9.7,1014.0,26,0,25.3
-17.73,168.32,22.3,8.5,13.7,1013.0,88,25,24.7
10.5,-66.92,25.4,2.2,3.6,1011.0,89,50,29.1
21.03,105.85,28.2,8.3,13.3,1013.0,55,0,30.7
15.35,44.21,23.5,10.3,16.6,1014.0,18,0,22.9
-15.42,28.28,27.0,14.3,23.0,1015.0,38,7,26.8
-17.82,31.04,24.5,12.8,20.5,1018.0,40,17,25.0
34.5167,69.1833,26.8,4.3,6.8,1006.0,12,0,25.1
41.3275,19.8189,26.3,3.6,5.8,1011.0,48,75,26.9
36.7631,3.0506,27.4,17.9,28.8,1009.0,54,75,28.6
42.5,1.5167,8.8,8.7,14.0,1011.0,60,7,6.5
-8.8383,13.2344,26.2,6.0,9.7,1012.0,70,75,28.5
17.1167,-61.85,26.3,8.9,14.4,1009.0,79,25,28.4
-34.5875,-58.6725,5.3,2.2,3.6,1024.0,81,0,5.0
40.1811,44.5136,21.2,4.3,6.8,1018.0,31,0,21.2
-35.2833,149.2167,14.2,8.1,13.0,1025.0,59,0,13.3
48.2,16.3667,13.0,7.6,12.2,1012.0,72,50,11.9
40.3953,49.8822,22.1,25.1,40.3,1014.0,61,25,24.6
25.0833,-77.35,27.1,8.7,14.0,1013.0,79,25,30.4
26.2361,50.5831,37.3,3.1,5.0,1009.0,42,0,49.9
23.7231,90.4086,28.3,4.3,6.8,1002.0,80,58,33.0
13.1,-59.6167,25.1,3.8,6.1,1008.0,94,25,27.0
53.9,27.5667,12.3,10.1,16.2,1013.0,82,50,10.6
50.8333,4.3333,11.2,13.0,20.9,1020.0,76,25,8.8
17.25,-88.7667,23.0,2.2,3.6,1008.0,99,100,25.6
6.4833,2.6167,28.2,6.9,11.2,1012.0,79,75,32.6
27.4833,89.6,12.9,2.2,3.6,1009.0,95,57,12.9
-19.0431,-65.2592,12.9,4.9,7.9,1015.0,86,57,12.4
43.85,18.3833,18.4,5.8,9.4,1008.0,88,75,18.4
-24.6464,25.9119,21.3,14.8,23.8,1031.0,38,50,21.3
-2.0833,-58.1667,23.7,2.2,3.6,1008.0,82,27,25.7
4.8833,114.9333,31.1,5.6,9.0,1007.0,71,75,40.2
42.6833,23.3167,18.3,2.2,3.6,1014.0,45,0,18.3
12.3703,-1.5247,29.2,6.3,10.1,1012.0,62,8,31.9
-3.3761,29.36,27.9,5.8,9.4,1013.0,47,88,28.4
-24.3667,46.45,18.8,13.4,21.6,1024.0,56,100,18.8
14.9315,-23.5125,26.0,8.5,13.7,1012.0,82,25,28.7
11.55,104.9167,30.3,3.8,6.1,1007.0,84,75,34.4
7.3167,13.5833,23.0,4.5,7.2,1013.0,77,63,25.0
45.4167,-75.7,7.1,3.6,5.8,1017.0,100,0,6.2
4.3667,18.5833,26.5,4.7,7.6,1013.0,76,99,29.0
12.1131,15.0492,28.1,13.2,21.2,1012.0,74,25,31.7
-33.45,-70.6667,9.0,2.2,3.6,1017.0,71,0,9.1
39.9289,116.3883,21.1,9.4,15.1,1021.0,33,0,21.1
43.3167,24.7,22.8,5.1,8.3,1012.0,28,3,23.4
-11.7042,43.2403,26.5,13.9,22.3,1016.0,73,77,28.8
-4.2592,15.2847,29.1,2.7,4.3,1014.0,62,75,32.2
9.8,-84.1667,20.2,2.2,3.6,1015.0,94,75,20.2
45.8,16.0,12.2,8.7,14.0,1011.0,94,100,10.7
23.1319,-82.3642,24.3,8.5,13.7,1012.0,94,25,26.6
35.1667,33.3667,29.4,4.3,6.8,1015.0,43,50,29.5
50.0833,14.4667,11.3,6.9,11.2,1013.0,76,75,10.0
-4.3,15.3,29.1,2.9,4.7,1014.0,62,75,32.2
55.6667,12.5833,11.1,15.0,24.1,1019.0,66,0,8.4
11.595,43.1481,38.3,8.7,14.0,1010.0,42,50,40.3
15.3,-61.4,27.4,2.7,4.3,1009.0,75,16,30.3
18.4667,-69.9,24.2,4.7,7.6,1010.0,100,25,26.7
-0.2167,-78.5,10.9,2.2,3.6,1016.0,87,81,11.2
30.05,31.25,26.4,7.2,11.5,1015.0,48,0,26.1
13.7086,-89.2031,24.2,2.2,3.6,1010.0,100,50,27.1
3.75,8.7833,24.8,4.9,7.9,1013.0,87,100,27.3
15.3333,38.9333,22.5,15.4,24.8,1014.0,45,16,24.4
59.4339,24.7281,9.2,9.2,14.8,1017.0,71,100,7.0
-26.3167,31.1333,17.3,5.6,9.0,1036.0,55,75,17.3
9.0333,38.7,18.3,12.3,19.8,1026.0,77,75,18.3
-18.1333,178.4167,23.1,3.1,5.0,1013.0,100,75,25.3
60.1756,24.9342,10.3,8.1,13.0,1018.0,66,25,8.5
48.8667,2.3333,12.2,9.6,15.5,1017.0,88,75,10.6
0.3833,9.45,25.1,8.7,14.0,1013.0,83,100,27.5
13.4531,-16.5775,26.1,10.3,16.6,1011.0,79,75,29.1
41.725,44.7908,22.3,15.2,24.5,1016.0,43,0,24.0
52.5167,13.4,12.0,8.9,14.4,1014.0,82,75,10.5
5.55,-0.2167,28.0,10.1,16.2,1013.0,74,25,31.2
37.9795,23.7162,26.3,9.4,15.1,1015.0,45,0,27.0
12.05,-61.75,27.1,3.8,6.1,1009.0,89,25,30.5
14.6211,-90.5269,17.3,2.2,3.6,1018.0,100,75,17.3
9.5092,-13.7122,27.4,7.4,11.9,1011.0,84,75,31.4
11.85,-15.5833,24.2,6.3,10.1,1011.0,94,50,26.3
6.8,-58.1667,24.2,2.2,3.6,1009.0,94,75,26.5
18.5392,-72.335,23.1,3.1,5.0,1011.0,97,33,25.8
41.904,12.453,23.1,13.9,22.3,1004.0,73,25,25.1
14.1,-87.2167,21.1,3.1,5.0,1015.0,94,75,21.1
47.5,19.0833,11.3,2.9,4.7,1011.0,100,100,11.3
63.365,-20.2075,7.1,15.7,25.2,1014.0,93,100,3.2
28.6,77.2,35.1,7.2,11.5,1004.0,42,0,33.3
-6.2146,106.8451,32.4,7.6,12.2,1007.0,56,25,39.5
35.7261,51.3304,29.0,12.5,20.2,1015.0,12,25,26.9
33.3386,44.3939,33.2,9.6,15.5,1013.0,23,0,31.1
53.3331,-6.2489,12.3,11.4,18.4,1022.0,71,50,10.4
31.78,35.23,29.1,2.2,3.6,1014.0,43,0,27.5
41.9,12.4833,23.1,13.9,22.3,1004.0,73,25,25.1
17.9333,-76.85,28.1,2.5,4.0,1010.0,74,25,35.4
35.6895,139.6917,23.1,15.4,24.8,1019.0,89,75,25.1
31.95,35.9333,24.2,4.3,6.8,1019.0,54,0,23.9
51.1811,71.4278,12.1,13.4,21.6,1029.0,30,0,9.9
